chapter,q_type,text,options,answer
第十五章-副本-副本,多选题,12 全面贯彻新时代党解决台湾问题的总体方略，必须( )。,A、 坚持一个中国原则和“九二共识”||B、 坚持在祖国大陆发展进步基础上解决台湾问题||C、 坚持在中华民族伟大复兴进程中推进祖国统一||D、 坚持“和平统一、一国两制”基本方针||E、 坚持党中央对对台工作的集中统一领导,ABCDE
第十五章-副本-副本,多选题,13 为了全面贯彻并落实“爱国者治港”原则，党中央采取措施，完善香港特别行政区选举制度，具体表现在( )。,"A、 2021年,十三届全国人大常委会第二十七次会议通过新修订的《中华人民共和国香港特别行政区基本法附件一香港特别行政区行政长官的产生办法》《中华人民共和国香港特别行政区基本法附件二香港特别行政区立法会的产生办法和表决程序》。||B、 2022年12月，十三届全国人大常委会第三十八次会议通过《关于〈中华人民共和国香港特别行政区维护国家安全法〉第十四条和第四十七条的解释》||C、 2021年5月，香港特别行政区立法会通过《2021年完善选举制度(综合修订)条例草案》||D、 2021年3月，十三届全国人大四次会议通过《全国人民代表大会关于完善香港特别行政区选举制度的决定》",ACD
第十五章-副本-副本,填空题,1 ____年7月1日，中国政府恢复对香港行使主权，香港回到了祖国的怀抱。____年12月20日，澳门回到了祖国的怀抱。,,1997 1999
第十五章-副本-副本,填空题,2 “____”分裂是祖国统一的最大障碍，是民族复兴的严重隐患。,,台独
第十五章-副本-副本,填空题,3 党的十八大以来，以习近平同志为核心的党中央就对台工作提出一系列重要理念、重大政策主张，形成新时代党解决台湾问题的____，为新时代解决台湾问题指明了方向。,,总体方略
第十五章-副本-副本,填空题,4 “____、一国两制”方针是实现两岸统一的最佳方式。,,和平统一
第十五章-副本-副本,填空题,5 ____和____共同构成特别行政区的宪制基础。,,宪法 基本法
第十五章-副本-副本,填空题,6 坚持____和“九二共识”，这是祖国统一的政治基础;坚持推动两岸关系和平发展、____，这是祖国统一的实践途径。,,一个中国原则 融合发展
第十五章-副本-副本,判断题,1 对香港、澳门来说，“一国两制”是最大的优势，国家改革开放是最大的舞台，共建“一带一路”、粤港澳大湾区建设等国家战略实施是新的重大机遇。( ),,对
第十五章-副本-副本,判断题,2 香港是我国内地最大的外资来源地、对外投资最大目的地、对外贸易最大转口地，澳门是我国双向开放特别是与葡语国家经贸往来的重要平台。( ),,对
第十五章-副本-副本,判断题,3 两岸关系的政治基础是“一个中国”原则。( ),,对
第十五章-副本-副本,判断题,4 台湾问题因民族弱乱而产生，必将随着民族复兴而解决. 台湾前途在于国家统一，台湾同胞福祉系于民族复兴。( ),,对
第十五章 坚持“一国两制”和推进祖国统一-副本,单选题,1 ( )，这是实现祖国统一的战略思路。,A、 坚持一个中国原则和“九二共识”||B、 坚持在祖国大陆发展进步基础上解决台湾问题||C、 坚持“和平统一、一国两制”基本方针||D、 坚持推动两岸关系融合发展,B
第十五章 坚持“一国两制”和推进祖国统一-副本,单选题,2 中央政府对特别行政区拥有( )，这是特别行政区高度自治权的源头。,A、 立法管治权||B、 高度管理权||C、 自主选择权||D、 全面管治权,D
第十五章 坚持“一国两制”和推进祖国统一-副本,单选题,3 “一国两制”的根本宗旨是( )。,A、 解决台湾问题||B、 保持香港、澳门长期繁荣稳定||C、 实现中华民族伟大复兴||D、 维护国家主权、安全、发展利益，保持香港、澳门长期繁荣稳定,D
第十五章 坚持“一国两制”和推进祖国统一-副本,单选题,4 “一国两制”是一个完整的概念。“一国”是实行“两制”的( )，“两制”从属和派生于“一国”并统一于“一国”之内。,A、 结果和目标||B、 前提和基础||C、 方向和路径||D、 目标和原则,B
第十五章 坚持“一国两制”和推进祖国统一-副本,单选题,5 澳门、香港特别行政区现任行政长官分别是( ),A、 梁振英 李家超||B、 林郑月娥 崔世安||C、 贺一诚 李家超||D、 何厚铧林 林郑月娥||E、 李家超 贺一诚,C
第十五章 坚持“一国两制”和推进祖国统一-副本,单选题,6 ( )是两岸关系的政治基础。,A、 协商解决两岸同胞关心的问题||B、 继续推进两岸“三通”||C、 一个中国原则||D、 促进两岸人文交流,C
第十五章 坚持“一国两制”和推进祖国统一-副本,单选题,7 “一国两制”伟大构想，最早是针对( )提出来的。,A、 香港问题||B、 澳门问题||C、 金门问题||D、 台湾问题,D
第十五章 坚持“一国两制”和推进祖国统一-副本,单选题,8 ( )，这是实现祖国统一的战略支撑。,A、 坚持粉碎“台独”分裂图谋||B、 坚持团结台湾同胞、争取台湾民心||C、 坚持党中央对对台工作的集中统一领导||D、 坚持决不承诺放弃使用武力||E、 坚持反对外部势力干涉,D
第十五章 坚持“一国两制”和推进祖国统一-副本,单选题,9 能够确保香港、澳门回归后长期繁荣稳定的最佳制度是( )。,A、 一国两制||B、 社会主义制度||C、 资本主义制度||D、 中西结合制度,A
第十五章 坚持“一国两制”和推进祖国统一-副本,单选题,10 两岸关系和平发展的最大障碍是( )。,A、 “台独”||B、 信仰不同||C、 经济发展水平不同||D、 制度不同,A
第十五章 坚持“一国两制”和推进祖国统一-副本,多选题,"1 面对香港局势动荡变化，党中央审时度势，采取哪些标本兼治的举措, 推动香港局势实现由乱到治的重大转折。( )",A、 坚持以行政长官为核心的行政主导体制||B、 建立健全香港特别行政区维护国家安全的法律制度和执行机制||C、 支持行政长官和特别行政区政府依法施政、积极作为||D、 完善香港特别行政区选举制度,ABCD
第十五章 坚持“一国两制”和推进祖国统一-副本,多选题,"2 落实“爱国者治港”“爱国者治澳”原则,( )。",A、 事关特别行政区的管治权掌握在谁手中||B、 事关国家主权、安全、发展利益||C、 是保证香港、澳门长治久安的必然要求||D、 事关香港、澳门长期繁荣稳定,ABCD
第十五章 坚持“一国两制”和推进祖国统一-副本,多选题,3 对中央全面管治权和特别行政区高度自治权的正确理解是( )。,"A、 中央有权对特别行政区高度自治权行使情况进行监督||B、 它们之间是源与流、本与末的关系||C、 高度自治不是完全自治,而是中央授予的地方事务管理权||D、 中央对包括香港、澳门特别行政区在内的所有地方行政区域拥有全面管治权。||E、 全面管治权是授权特别行政区高度自治的前提和基础，高度自治权是中央行使全面管治权的体现",ABCDE
第十五章 坚持“一国两制”和推进祖国统一-副本,多选题,4 ( )是我们解决台湾问题的最大底气。,A、 国际社会支持||B、 中国特色社会主义事业取得的伟大成就||C、 包括台湾人民在内的全国各族人民万众一心、同仇敌忤||D、 我国经济、科技、国防实力的持续增强,BCD
第十五章 坚持“一国两制”和推进祖国统一-副本,多选题,5 爱国者的标准是客观的、清晰的，就是( )。,A、 在香港、澳门回归祖国之后，就是要求爱国者必须真心维护国家主权、安全、发展利益||B、 尊重和维护宪法和基本法确定的宪制秩序||C、 尊重自己民族，诚心诚意拥护祖国恢复行使对香港、澳门的主权，不损害香港、澳门的繁荣和稳定||D、 维护香港、澳门的繁荣稳定,ABCD
第十五章 坚持“一国两制”和推进祖国统一-副本,多选题,6 在“一国两制”之下，作为直辖于中央人民政府的香港、澳门特别行政区，享有高度自治权，包括( )。,A、 独立的司法权和终审权||B、 立法权||C、 外交权||D、 行政管理权,ABD
第十五章 坚持“一国两制”和推进祖国统一-副本,多选题,7 “一国两制”( )。,A、 是中国特色社会主义的伟大创举||B、 是中国共产党领导人民实现祖国和平统一的伟大构想||C、 包含了中华文化中的和合理念，体现了尊重差异、求同存异的思维方式||D、 是中国特色社会主义制度创新的重要成果||E、 为国际社会解决类似问题提供了新思路新方案,ABCDE
第十五章 坚持“一国两制”和推进祖国统一-副本,多选题,"8 坚持和完善“一国两制”制度体系,要( )。",A、 加强依法治理相关制度和机制建设||B、 要继续发展壮大爱国爱港爱澳力量，增强港澳同胞的爱国精神||C、 健全中央行使全面管治权的制度||D、 为落实爱国者治理提供制度保障,ABCD
第十五章 坚持“一国两制”和推进祖国统一-副本,多选题,9 全面贯彻新时代党解决台湾问题的总体方略，必须( )。,A、 坚持“和平统一、一国两制”基本方针||B、 坚持在祖国大陆发展进步基础上解决台湾问题||C、 坚持一个中国原则和“九二共识”||D、 坚持党中央对对台工作的集中统一领导||E、 坚持在中华民族伟大复兴进程中推进祖国统一,ABCDE
